"","book","release","chapter","page","chapter_num","page_num","n_code","n_lrn_q","n_lrn_item","lrn_auto","mcq","association","shorttext","clozeassociation","imageclozeassociation","sortlist","formulaV2","choicematrix","plaintext"
"1","College / Statistics and Data Science (ABC)","v5.0-exp1","Chapter 1 - Welcome to Statistics: A Modeling Approach","1.3 Doing Statistics with R",1,3,4,0,0,0,0,0,0,0,0,0,0,0,0
"2","College / Statistics and Data Science (ABC)","v5.0-exp1","Chapter 1 - Welcome to Statistics: A Modeling Approach","1.4 Introduction to R Functions",1,4,5,0,0,0,0,0,0,0,0,0,0,0,0
"3","College / Statistics and Data Science (ABC)","v5.0-exp1","Chapter 1 - Welcome to Statistics: A Modeling Approach","1.5 Save Your Work in R Objects",1,5,15,0,0,0,0,0,0,0,0,0,0,0,0
"4","College / Statistics and Data Science (ABC)","v5.0-exp1","Chapter 1 - Welcome to Statistics: A Modeling Approach","1.6 Goals of This Course",1,6,0,1,1,0,0,0,0,0,0,0,0,0,1
"5","College / Statistics and Data Science (ABC)","v5.0-exp1","Chapter 1 - Welcome to Statistics: A Modeling Approach","1.7 Chapter 1 Review Questions",1,7,0,13,13,13,13,0,0,0,0,0,0,0,0
"6","College / Statistics and Data Science (ABC)","v5.0-exp1","Chapter 2 - Understanding Data","2.1 Starting with a Bunch of Numbers",2,1,2,3,1,2,2,0,0,0,0,0,0,0,1
"7","College / Statistics and Data Science (ABC)","v5.0-exp1","Chapter 2 - Understanding Data","2.2 From Numbers to Data",2,2,0,9,7,3,2,0,1,0,0,0,0,1,5
"8","College / Statistics and Data Science (ABC)","v5.0-exp1","Chapter 2 - Understanding Data","2.3 A Data Frame Example: MindsetMatters",2,3,7,6,6,5,1,0,4,0,0,0,0,0,1
"9","College / Statistics and Data Science (ABC)","v5.0-exp1","Chapter 2 - Understanding Data","2.4 Measurement",2,4,6,7,6,3,2,0,1,0,0,0,0,1,3
"10","College / Statistics and Data Science (ABC)","v5.0-exp1","Chapter 2 - Understanding Data","2.5 Measurement (Continued)",2,5,0,3,2,3,2,0,1,0,0,0,0,0,0
"11","College / Statistics and Data Science (ABC)","v5.0-exp1","Chapter 2 - Understanding Data","2.6 Sampling from a Population",2,6,1,2,2,0,0,0,0,0,0,0,0,0,2
"12","College / Statistics and Data Science (ABC)","v5.0-exp1","Chapter 2 - Understanding Data","2.7 The Structure of Data",2,7,3,10,6,10,8,0,2,0,0,0,0,0,0
"13","College / Statistics and Data Science (ABC)","v5.0-exp1","Chapter 2 - Understanding Data","2.8 Manipulating Data",2,8,7,7,6,5,5,0,0,0,0,0,0,0,2
"14","College / Statistics and Data Science (ABC)","v5.0-exp1","Chapter 2 - Understanding Data","2.9 Summary",2,9,0,1,1,0,0,0,0,0,0,0,0,0,1
"15","College / Statistics and Data Science (ABC)","v5.0-exp1","Chapter 2 - Understanding Data","2.10 Chapter 2 Review Questions",2,10,0,19,19,17,17,0,0,0,0,0,0,0,2
"16","College / Statistics and Data Science (ABC)","v5.0-exp1","Chapter 2 - Understanding Data","2.11 Chapter 2 Review Questions 2",2,11,0,15,15,15,15,0,0,0,0,0,0,0,0
"17","College / Statistics and Data Science (ABC)","v5.0-exp1","Chapter 3 - Examining Distributions","3.1 The Concept of Distribution",3,1,0,2,1,0,0,0,0,0,0,0,0,2,0
"18","College / Statistics and Data Science (ABC)","v5.0-exp1","Chapter 3 - Examining Distributions","3.2 Visualizing Distributions with Histograms",3,2,7,10,9,9,8,0,0,1,0,0,0,0,1
"19","College / Statistics and Data Science (ABC)","v5.0-exp1","Chapter 3 - Examining Distributions","3.3 Shape, Center, Spread, and Weird Things",3,3,1,5,3,3,3,0,0,0,0,0,0,0,2
"20","College / Statistics and Data Science (ABC)","v5.0-exp1","Chapter 3 - Examining Distributions","3.4 The Data Generating Process",3,4,0,3,2,0,0,0,0,0,0,0,0,0,3
"21","College / Statistics and Data Science (ABC)","v5.0-exp1","Chapter 3 - Examining Distributions","3.5 The Back and Forth Between Data and the DGP",3,5,2,5,3,2,1,0,1,0,0,0,0,0,3
"22","College / Statistics and Data Science (ABC)","v5.0-exp1","Chapter 3 - Examining Distributions","3.6 The Back and Forth Between Data and the DGP (Continued)",3,6,6,4,3,2,2,0,0,0,0,0,0,0,2
"23","College / Statistics and Data Science (ABC)","v5.0-exp1","Chapter 3 - Examining Distributions","3.7 The Five-Number Summary",3,7,5,11,9,11,10,1,0,0,0,0,0,0,0
"24","College / Statistics and Data Science (ABC)","v5.0-exp1","Chapter 3 - Examining Distributions","3.8 Boxplots and the Five-Number Summary",3,8,3,9,6,7,5,1,0,1,0,0,0,0,2
"25","College / Statistics and Data Science (ABC)","v5.0-exp1","Chapter 3 - Examining Distributions","3.9 Exploring Variation in Categorical Variables",3,9,5,5,5,0,0,0,0,0,0,0,0,0,5
"26","College / Statistics and Data Science (ABC)","v5.0-exp1","Chapter 3 - Examining Distributions","3.10 Chapter 3 Review Questions",3,10,0,21,21,18,18,0,0,0,0,0,0,0,3
"27","College / Statistics and Data Science (ABC)","v5.0-exp1","Chapter 3 - Examining Distributions","3.11 Chapter 3 Review Questions 2",3,11,0,13,13,13,13,0,0,0,0,0,0,0,0
"28","College / Statistics and Data Science (ABC)","v5.0-exp1","Chapter 4 - Explaining Variation","4.1 Welcome to Explaining Variation",4,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"29","College / Statistics and Data Science (ABC)","v5.0-exp1","Chapter 4 - Explaining Variation","4.2 Explaining One Variable with Another",4,2,4,13,8,8,8,0,0,0,0,0,0,0,5
"30","College / Statistics and Data Science (ABC)","v5.0-exp1","Chapter 4 - Explaining Variation","4.3 Outcome and Explanatory Variables",4,3,2,19,8,14,14,0,0,0,0,0,0,0,5
"31","College / Statistics and Data Science (ABC)","v5.0-exp1","Chapter 4 - Explaining Variation","4.4 More Ways to Visualize Relationships: Point and Jitter Plots",4,4,1,6,5,5,4,0,0,1,0,0,0,0,1
"32","College / Statistics and Data Science (ABC)","v5.0-exp1","Chapter 4 - Explaining Variation","4.5 Even More Ways: Putting these Plots Together",4,5,1,11,7,7,4,0,0,2,1,0,0,0,4
"33","College / Statistics and Data Science (ABC)","v5.0-exp1","Chapter 4 - Explaining Variation","4.6 Representing Relationships Among Variables",4,6,0,4,2,1,1,0,0,0,0,0,0,0,3
"34","College / Statistics and Data Science (ABC)","v5.0-exp1","Chapter 4 - Explaining Variation","4.7 Sources of Variation",4,7,0,1,1,1,0,1,0,0,0,0,0,0,0
"35","College / Statistics and Data Science (ABC)","v5.0-exp1","Chapter 4 - Explaining Variation","4.8 Randomness",4,8,3,6,3,2,1,0,1,0,0,0,0,1,3
"36","College / Statistics and Data Science (ABC)","v5.0-exp1","Chapter 4 - Explaining Variation","4.9 From Categorical to Quantitative Explanatory Variables",4,9,5,8,7,4,4,0,0,0,0,0,0,0,4
"37","College / Statistics and Data Science (ABC)","v5.0-exp1","Chapter 4 - Explaining Variation","4.10 Quantitative Explanatory Variables",4,10,1,10,4,7,7,0,0,0,0,0,0,0,3
"38","College / Statistics and Data Science (ABC)","v5.0-exp1","Chapter 4 - Explaining Variation","4.11 Research Design",4,11,0,14,5,9,0,1,8,0,0,0,0,0,5
"39","College / Statistics and Data Science (ABC)","v5.0-exp1","Chapter 4 - Explaining Variation","4.12 Considering Randomness as a Possible DGP",4,12,1,4,4,4,4,0,0,0,0,0,0,0,0
"40","College / Statistics and Data Science (ABC)","v5.0-exp1","Chapter 4 - Explaining Variation","4.13 Shuffling Can Help Us Understand Real Data Better",4,13,1,3,3,2,2,0,0,0,0,0,0,0,1
"41","College / Statistics and Data Science (ABC)","v5.0-exp1","Chapter 4 - Explaining Variation","4.14 Quantifying the Data Generating Process",4,14,0,2,1,0,0,0,0,0,0,0,0,2,0
"42","College / Statistics and Data Science (ABC)","v5.0-exp1","Chapter 4 - Explaining Variation","4.15 Chapter 4 Review Questions",4,15,0,20,20,18,18,0,0,0,0,0,0,0,2
"43","College / Statistics and Data Science (ABC)","v5.0-exp1","Chapter 4 - Explaining Variation","4.16 Chapter 4 Review Questions 2",4,16,0,14,14,14,14,0,0,0,0,0,0,0,0
"44","College / Statistics and Data Science (ABC)","v5.0-exp1","Chapter 5 - A Simple Model","5.1 What is a Model, and Why Would We Want One?",5,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"45","College / Statistics and Data Science (ABC)","v5.0-exp1","Chapter 5 - A Simple Model","5.2 Modeling a Distribution as a Single Number",5,2,0,8,2,0,0,0,0,0,0,0,0,0,8
"46","College / Statistics and Data Science (ABC)","v5.0-exp1","Chapter 5 - A Simple Model","5.3 Median vs. Mean as a Model",5,3,5,4,2,3,0,0,3,0,0,0,0,0,1
"47","College / Statistics and Data Science (ABC)","v5.0-exp1","Chapter 5 - A Simple Model","5.4 Exploring the Mean",5,4,0,2,1,2,2,0,0,0,0,0,0,0,0
"48","College / Statistics and Data Science (ABC)","v5.0-exp1","Chapter 5 - A Simple Model","5.5 Fitting the Empty Model",5,5,2,3,3,1,1,0,0,0,0,0,0,0,2
"49","College / Statistics and Data Science (ABC)","v5.0-exp1","Chapter 5 - A Simple Model","5.6 Generating Predictions from the Empty Model",5,6,2,1,1,1,1,0,0,0,0,0,0,0,0
"50","College / Statistics and Data Science (ABC)","v5.0-exp1","Chapter 5 - A Simple Model","5.7 Thinking About Error",5,7,3,4,3,2,2,0,0,0,0,0,0,0,2
"51","College / Statistics and Data Science (ABC)","v5.0-exp1","Chapter 5 - A Simple Model","5.8 The World of Mathematical Notation",5,8,0,2,2,2,2,0,0,0,0,0,0,0,0
"52","College / Statistics and Data Science (ABC)","v5.0-exp1","Chapter 5 - A Simple Model","5.9 DATA = MODEL + ERROR: Notation",5,9,0,12,6,9,5,4,0,0,0,0,0,0,3
"53","College / Statistics and Data Science (ABC)","v5.0-exp1","Chapter 5 - A Simple Model","5.10 Summarizing Where We Are",5,10,0,1,1,0,0,0,0,0,0,0,0,0,1
"54","College / Statistics and Data Science (ABC)","v5.0-exp1","Chapter 5 - A Simple Model","5.11 Chapter 5 Review Questions",5,11,0,20,20,18,18,0,0,0,0,0,0,0,2
"55","College / Statistics and Data Science (ABC)","v5.0-exp1","Chapter 5 - A Simple Model","5.12 Chapter 5 Review Questions 2",5,12,0,14,14,14,14,0,0,0,0,0,0,0,0
"56","College / Statistics and Data Science (ABC)","v5.0-exp1","Chapter 6 - Quantifying Error","6.1 Quantifying Total Error Around a Model",6,1,2,7,4,7,3,3,0,0,0,1,0,0,0
"57","College / Statistics and Data Science (ABC)","v5.0-exp1","Chapter 6 - Quantifying Error","6.2 The Beauty of Sum of Squares",6,2,2,2,2,2,2,0,0,0,0,0,0,0,0
"58","College / Statistics and Data Science (ABC)","v5.0-exp1","Chapter 6 - Quantifying Error","6.3 Variance",6,3,1,10,6,7,6,1,0,0,0,0,0,0,3
"59","College / Statistics and Data Science (ABC)","v5.0-exp1","Chapter 6 - Quantifying Error","6.4 Standard Deviation",6,4,2,9,6,9,8,1,0,0,0,0,0,0,0
"60","College / Statistics and Data Science (ABC)","v5.0-exp1","Chapter 6 - Quantifying Error","6.5 Z-Scores",6,5,1,14,10,5,4,0,1,0,0,0,0,0,9
"61","College / Statistics and Data Science (ABC)","v5.0-exp1","Chapter 6 - Quantifying Error","6.6 Interpreting and Using Z-Scores",6,6,1,5,4,2,1,0,1,0,0,0,0,0,3
"62","College / Statistics and Data Science (ABC)","v5.0-exp1","Chapter 6 - Quantifying Error","6.7 Modeling the Shape of the Error Distribution",6,7,2,3,3,1,1,0,0,0,0,0,0,0,2
"63","College / Statistics and Data Science (ABC)","v5.0-exp1","Chapter 6 - Quantifying Error","6.8 Modeling Error with the Normal Distribution",6,8,6,5,4,4,4,0,0,0,0,0,0,0,1
"64","College / Statistics and Data Science (ABC)","v5.0-exp1","Chapter 6 - Quantifying Error","6.9 Using the Normal Model to Make Predictions",6,9,1,5,2,5,5,0,0,0,0,0,0,0,0
"65","College / Statistics and Data Science (ABC)","v5.0-exp1","Chapter 6 - Quantifying Error","6.10 Getting Familiar with the Normal Distribution",6,10,0,6,5,4,2,0,2,0,0,0,0,0,2
"66","College / Statistics and Data Science (ABC)","v5.0-exp1","Chapter 6 - Quantifying Error","6.11 The Empirical Rule",6,11,1,2,1,2,1,0,0,0,1,0,0,0,0
"67","College / Statistics and Data Science (ABC)","v5.0-exp1","Chapter 6 - Quantifying Error","6.12 Next Up: Explaining Error",6,12,0,1,1,0,0,0,0,0,0,0,0,0,1
"68","College / Statistics and Data Science (ABC)","v5.0-exp1","Chapter 6 - Quantifying Error","6.13 Chapter 6 Review Questions",6,13,0,20,20,19,19,0,0,0,0,0,0,0,1
"69","College / Statistics and Data Science (ABC)","v5.0-exp1","Chapter 6 - Quantifying Error","6.14 Chapter 6 Review Questions 2",6,14,0,11,11,11,11,0,0,0,0,0,0,0,0
"70","College / Statistics and Data Science (ABC)","v5.0-exp1","Chapter 7 - Adding an Explanatory Variable to the Model","7.1 Explaining Variation",7,1,0,4,3,3,3,0,0,0,0,0,0,0,1
"71","College / Statistics and Data Science (ABC)","v5.0-exp1","Chapter 7 - Adding an Explanatory Variable to the Model","7.2 Using R to Fit the Group Model",7,2,3,7,4,7,4,3,0,0,0,0,0,0,0
"72","College / Statistics and Data Science (ABC)","v5.0-exp1","Chapter 7 - Adding an Explanatory Variable to the Model","7.3 GLM Notation for the Group Model",7,3,0,7,4,7,6,1,0,0,0,0,0,0,0
"73","College / Statistics and Data Science (ABC)","v5.0-exp1","Chapter 7 - Adding an Explanatory Variable to the Model","7.4 How the Model Makes Predictions",7,4,0,4,3,4,4,0,0,0,0,0,0,0,0
"74","College / Statistics and Data Science (ABC)","v5.0-exp1","Chapter 7 - Adding an Explanatory Variable to the Model","7.5 Error Leftover From the Group Model",7,5,0,5,3,4,4,0,0,0,0,0,0,0,1
"75","College / Statistics and Data Science (ABC)","v5.0-exp1","Chapter 7 - Adding an Explanatory Variable to the Model","7.6 Graphing Residuals From the Model",7,6,1,3,2,3,3,0,0,0,0,0,0,0,0
"76","College / Statistics and Data Science (ABC)","v5.0-exp1","Chapter 7 - Adding an Explanatory Variable to the Model","7.7 Error Reduced by the Group Model",7,7,0,5,3,5,5,0,0,0,0,0,0,0,0
"77","College / Statistics and Data Science (ABC)","v5.0-exp1","Chapter 7 - Adding an Explanatory Variable to the Model","7.8 Using SS Error to Compare Group to Empty Model",7,8,2,4,2,4,4,0,0,0,0,0,0,0,0
"78","College / Statistics and Data Science (ABC)","v5.0-exp1","Chapter 7 - Adding an Explanatory Variable to the Model","7.9 Partitioning Sums of Squares into Model and Error",7,9,1,2,1,2,2,0,0,0,0,0,0,0,0
"79","College / Statistics and Data Science (ABC)","v5.0-exp1","Chapter 7 - Adding an Explanatory Variable to the Model","7.10 Using Proportional Reduction in Error (PRE) to Compare Two Models",7,10,0,3,3,3,3,0,0,0,0,0,0,0,0
"80","College / Statistics and Data Science (ABC)","v5.0-exp1","Chapter 7 - Adding an Explanatory Variable to the Model","7.11 Chapter 7 Review Questions ",7,11,0,12,12,12,12,0,0,0,0,0,0,0,0
"81","College / Statistics and Data Science (ABC)","v5.0-exp1","Chapter 8 - Digging Deeper into Group Models","8.1 Extending to a Three-Group Model",8,1,4,8,4,8,5,2,0,0,0,0,1,0,0
"82","College / Statistics and Data Science (ABC)","v5.0-exp1","Chapter 8 - Digging Deeper into Group Models","8.2 Fitting and Interpreting the Three-Group Model",8,2,1,5,3,5,3,2,0,0,0,0,0,0,0
"83","College / Statistics and Data Science (ABC)","v5.0-exp1","Chapter 8 - Digging Deeper into Group Models","8.3 Comparing the Fit of the Two- and Three-Group Models",8,3,1,7,2,7,7,0,0,0,0,0,0,0,0
"84","College / Statistics and Data Science (ABC)","v5.0-exp1","Chapter 8 - Digging Deeper into Group Models","8.4 The F Ratio",8,4,0,11,5,11,11,0,0,0,0,0,0,0,0
"85","College / Statistics and Data Science (ABC)","v5.0-exp1","Chapter 8 - Digging Deeper into Group Models","8.5 Modeling the DGP",8,5,1,3,2,3,3,0,0,0,0,0,0,0,0
"86","College / Statistics and Data Science (ABC)","v5.0-exp1","Chapter 8 - Digging Deeper into Group Models","8.6 Using Shuffle to Compare Models of the DGP",8,6,2,2,2,1,1,0,0,0,0,0,0,0,1
"87","College / Statistics and Data Science (ABC)","v5.0-exp1","Chapter 8 - Digging Deeper into Group Models","8.7 Measures of Effect Size",8,7,3,4,4,4,2,1,1,0,0,0,0,0,0
"88","College / Statistics and Data Science (ABC)","v5.0-exp1","Chapter 8 - Digging Deeper into Group Models","8.8 Chapter 8 Review Questions",8,8,0,20,20,18,18,0,0,0,0,0,0,0,2
"89","College / Statistics and Data Science (ABC)","v5.0-exp1","Chapter 9 - Models with a Quantitative Explanatory Variable","9.1 Using a Quantitative Explanatory Variable in a Model",9,1,1,4,4,3,3,0,0,0,0,0,0,0,1
"90","College / Statistics and Data Science (ABC)","v5.0-exp1","Chapter 9 - Models with a Quantitative Explanatory Variable","9.2 Specifying the Height Model with GLM Notation",9,2,0,9,7,8,6,2,0,0,0,0,0,0,1
"91","College / Statistics and Data Science (ABC)","v5.0-exp1","Chapter 9 - Models with a Quantitative Explanatory Variable","9.3 Interpreting the Parameter Estimates for a Regression Model",9,3,1,6,5,6,6,0,0,0,0,0,0,0,0
"92","College / Statistics and Data Science (ABC)","v5.0-exp1","Chapter 9 - Models with a Quantitative Explanatory Variable","9.4 Comparing Regression Models to Group Models",9,4,1,3,2,1,1,0,0,0,0,0,0,0,2
"93","College / Statistics and Data Science (ABC)","v5.0-exp1","Chapter 9 - Models with a Quantitative Explanatory Variable","9.5 Error from the Height Model",9,5,1,7,5,5,4,1,0,0,0,0,0,0,2
"94","College / Statistics and Data Science (ABC)","v5.0-exp1","Chapter 9 - Models with a Quantitative Explanatory Variable","9.6 Sums of Squares in the ANOVA Table",9,6,1,7,4,7,6,1,0,0,0,0,0,0,0
"95","College / Statistics and Data Science (ABC)","v5.0-exp1","Chapter 9 - Models with a Quantitative Explanatory Variable","9.7 Assessing Model Fit with PRE and F",9,7,0,14,6,13,12,1,0,0,0,0,0,0,1
"96","College / Statistics and Data Science (ABC)","v5.0-exp1","Chapter 9 - Models with a Quantitative Explanatory Variable","9.8 Correlation",9,8,4,8,6,8,8,0,0,0,0,0,0,0,0
"97","College / Statistics and Data Science (ABC)","v5.0-exp1","Chapter 9 - Models with a Quantitative Explanatory Variable","9.9 More on Pearson's R",9,9,2,6,4,3,3,0,0,0,0,0,0,0,3
"98","College / Statistics and Data Science (ABC)","v5.0-exp1","Chapter 9 - Models with a Quantitative Explanatory Variable","9.10 Using Shuffle to Interpret the Slope of a Regression Line",9,10,2,3,3,2,2,0,0,0,0,0,0,0,1
"99","College / Statistics and Data Science (ABC)","v5.0-exp1","Chapter 9 - Models with a Quantitative Explanatory Variable","9.11 Limitations to Keep in Mind",9,11,0,4,3,0,0,0,0,0,0,0,0,2,2
"100","College / Statistics and Data Science (ABC)","v5.0-exp1","Chapter 9 - Models with a Quantitative Explanatory Variable","9.12 Chapter 9 Review Questions",9,12,0,20,20,18,18,0,0,0,0,0,0,0,2
"101","College / Statistics and Data Science (ABC)","v5.0-exp1","Chapter 9 - Models with a Quantitative Explanatory Variable","9.13 Chapter 9 Review Questions 2",9,13,0,11,11,11,11,0,0,0,0,0,0,0,0
"102","College / Statistics and Data Science (ABC)","v5.0-exp1","Chapter 10 - The Logic of Inference","10.1 The Problem of Inference",10,1,0,3,3,3,3,0,0,0,0,0,0,0,0
"103","College / Statistics and Data Science (ABC)","v5.0-exp1","Chapter 10 - The Logic of Inference","10.2 Constructing a Sampling Distribution",10,2,1,6,3,6,6,0,0,0,0,0,0,0,0
"104","College / Statistics and Data Science (ABC)","v5.0-exp1","Chapter 10 - The Logic of Inference","10.3 Exploring the Sampling Distribution of b1",10,3,2,13,7,13,13,0,0,0,0,0,0,0,0
"105","College / Statistics and Data Science (ABC)","v5.0-exp1","Chapter 10 - The Logic of Inference","10.4 The p-Value",10,4,1,10,6,10,10,0,0,0,0,0,0,0,0
"106","College / Statistics and Data Science (ABC)","v5.0-exp1","Chapter 10 - The Logic of Inference","10.5 A Mathematical Model of the Sampling Distribution of b1",10,5,1,2,1,2,2,0,0,0,0,0,0,0,0
"107","College / Statistics and Data Science (ABC)","v5.0-exp1","Chapter 10 - The Logic of Inference","10.6 Things That Affect p-Value",10,6,3,11,5,9,9,0,0,0,0,0,0,0,2
"108","College / Statistics and Data Science (ABC)","v5.0-exp1","Chapter 10 - The Logic of Inference","10.7 Hypothesis Testing for Regression Models",10,7,4,9,5,7,7,0,0,0,0,0,0,0,2
"109","College / Statistics and Data Science (ABC)","v5.0-exp1","Chapter 11 - Model Comparison with F","11.1 Moving Beyond b1",11,1,1,4,2,4,4,0,0,0,0,0,0,0,0
"110","College / Statistics and Data Science (ABC)","v5.0-exp1","Chapter 11 - Model Comparison with F","11.2 Sampling Distributions of PRE and F",11,2,5,13,7,9,9,0,0,0,0,0,0,0,4
"111","College / Statistics and Data Science (ABC)","v5.0-exp1","Chapter 11 - Model Comparison with F","11.3 The Sampling Distribution of F",11,3,2,9,5,8,8,0,0,0,0,0,0,0,1
"112","College / Statistics and Data Science (ABC)","v5.0-exp1","Chapter 11 - Model Comparison with F","11.4 The F-Distribution: A Mathematical Model of the Sampling Distribution of F",11,4,1,4,2,2,2,0,0,0,0,0,0,0,2
"113","College / Statistics and Data Science (ABC)","v5.0-exp1","Chapter 11 - Model Comparison with F","11.5 Using F to Test a Regression Model",11,5,4,5,3,5,5,0,0,0,0,0,0,0,0
"114","College / Statistics and Data Science (ABC)","v5.0-exp1","Chapter 11 - Model Comparison with F","11.6 Type I and Type II Error",11,6,0,9,6,9,9,0,0,0,0,0,0,0,0
"115","College / Statistics and Data Science (ABC)","v5.0-exp1","Chapter 11 - Model Comparison with F","11.7 Using F to Compare Multiple Groups",11,7,2,12,5,11,8,1,2,0,0,0,0,0,1
"116","College / Statistics and Data Science (ABC)","v5.0-exp1","Chapter 11 - Model Comparison with F","11.8 Pairwise Comparisons",11,8,1,10,6,9,9,0,0,0,0,0,0,0,1
"117","College / Statistics and Data Science (ABC)","v5.0-exp1","Chapter 12 - Parameter Estimation and Confidence Intervals","12.1 From Hypothesis Testing to Confidence Intervals",12,1,0,12,9,11,11,0,0,0,0,0,0,0,1
"118","College / Statistics and Data Science (ABC)","v5.0-exp1","Chapter 12 - Parameter Estimation and Confidence Intervals","12.2 Using Bootstrapping to Calculate the 95% Confidence Interval",12,2,4,7,7,5,5,0,0,0,0,0,0,0,2
"119","College / Statistics and Data Science (ABC)","v5.0-exp1","Chapter 12 - Parameter Estimation and Confidence Intervals","12.3 Shuffle, Resample, and Standard Error",12,3,2,14,6,14,14,0,0,0,0,0,0,0,0
"120","College / Statistics and Data Science (ABC)","v5.0-exp1","Chapter 12 - Parameter Estimation and Confidence Intervals","12.4 Interpreting the Confidence Interval",12,4,0,14,11,13,13,0,0,0,0,0,0,0,1
"121","College / Statistics and Data Science (ABC)","v5.0-exp1","Chapter 12 - Parameter Estimation and Confidence Intervals","12.5 Confidence Intervals for Other Parameters",12,5,6,18,12,12,12,0,0,0,0,0,0,0,6
"122","College / Statistics and Data Science (ABC)","v5.0-exp1","Chapter 12 - Parameter Estimation and Confidence Intervals","12.6 What Affects the Width of the Confidence Interval",12,6,2,8,7,6,6,0,0,0,0,0,0,0,2
"123","College / Statistics and Data Science (ABC)","v5.0","Chapter 1 - Welcome to Statistics: A Modeling Approach","1.3 Doing Statistics with R",1,3,4,0,0,0,0,0,0,0,0,0,0,0,0
"124","College / Statistics and Data Science (ABC)","v5.0","Chapter 1 - Welcome to Statistics: A Modeling Approach","1.4 Introduction to R Functions",1,4,5,0,0,0,0,0,0,0,0,0,0,0,0
"125","College / Statistics and Data Science (ABC)","v5.0","Chapter 1 - Welcome to Statistics: A Modeling Approach","1.5 Save Your Work in R Objects",1,5,15,0,0,0,0,0,0,0,0,0,0,0,0
"126","College / Statistics and Data Science (ABC)","v5.0","Chapter 1 - Welcome to Statistics: A Modeling Approach","1.6 Goals of This Course",1,6,0,1,1,0,0,0,0,0,0,0,0,0,1
"127","College / Statistics and Data Science (ABC)","v5.0","Chapter 1 - Welcome to Statistics: A Modeling Approach","1.7 Chapter 1 Review Questions",1,7,0,13,13,13,13,0,0,0,0,0,0,0,0
"128","College / Statistics and Data Science (ABC)","v5.0","Chapter 2 - Understanding Data","2.1 Starting with a Bunch of Numbers",2,1,2,3,1,2,2,0,0,0,0,0,0,0,1
"129","College / Statistics and Data Science (ABC)","v5.0","Chapter 2 - Understanding Data","2.2 From Numbers to Data",2,2,0,9,7,3,2,0,1,0,0,0,0,1,5
"130","College / Statistics and Data Science (ABC)","v5.0","Chapter 2 - Understanding Data","2.3 A Data Frame Example: MindsetMatters",2,3,7,6,6,5,1,0,4,0,0,0,0,0,1
"131","College / Statistics and Data Science (ABC)","v5.0","Chapter 2 - Understanding Data","2.4 Measurement",2,4,6,7,6,3,2,0,1,0,0,0,0,1,3
"132","College / Statistics and Data Science (ABC)","v5.0","Chapter 2 - Understanding Data","2.5 Measurement (Continued)",2,5,0,3,2,3,2,0,1,0,0,0,0,0,0
"133","College / Statistics and Data Science (ABC)","v5.0","Chapter 2 - Understanding Data","2.6 Sampling from a Population",2,6,1,2,2,0,0,0,0,0,0,0,0,0,2
"134","College / Statistics and Data Science (ABC)","v5.0","Chapter 2 - Understanding Data","2.7 The Structure of Data",2,7,3,10,6,10,8,0,2,0,0,0,0,0,0
"135","College / Statistics and Data Science (ABC)","v5.0","Chapter 2 - Understanding Data","2.8 Manipulating Data",2,8,7,7,6,5,5,0,0,0,0,0,0,0,2
"136","College / Statistics and Data Science (ABC)","v5.0","Chapter 2 - Understanding Data","2.9 Summary",2,9,0,1,1,0,0,0,0,0,0,0,0,0,1
"137","College / Statistics and Data Science (ABC)","v5.0","Chapter 2 - Understanding Data","2.10 Chapter 2 Review Questions",2,10,0,19,19,17,17,0,0,0,0,0,0,0,2
"138","College / Statistics and Data Science (ABC)","v5.0","Chapter 2 - Understanding Data","2.11 Chapter 2 Review Questions 2",2,11,0,15,15,15,15,0,0,0,0,0,0,0,0
"139","College / Statistics and Data Science (ABC)","v5.0","Chapter 3 - Examining Distributions","3.1 The Concept of Distribution",3,1,0,2,1,0,0,0,0,0,0,0,0,2,0
"140","College / Statistics and Data Science (ABC)","v5.0","Chapter 3 - Examining Distributions","3.2 Visualizing Distributions with Histograms",3,2,7,10,9,9,8,0,0,1,0,0,0,0,1
"141","College / Statistics and Data Science (ABC)","v5.0","Chapter 3 - Examining Distributions","3.3 Shape, Center, Spread, and Weird Things",3,3,1,5,3,3,3,0,0,0,0,0,0,0,2
"142","College / Statistics and Data Science (ABC)","v5.0","Chapter 3 - Examining Distributions","3.4 The Data Generating Process",3,4,0,3,2,0,0,0,0,0,0,0,0,0,3
"143","College / Statistics and Data Science (ABC)","v5.0","Chapter 3 - Examining Distributions","3.5 The Back and Forth Between Data and the DGP",3,5,2,5,3,2,1,0,1,0,0,0,0,0,3
"144","College / Statistics and Data Science (ABC)","v5.0","Chapter 3 - Examining Distributions","3.6 The Back and Forth Between Data and the DGP (Continued)",3,6,6,4,3,2,2,0,0,0,0,0,0,0,2
"145","College / Statistics and Data Science (ABC)","v5.0","Chapter 3 - Examining Distributions","3.7 The Five-Number Summary",3,7,5,11,9,11,10,1,0,0,0,0,0,0,0
"146","College / Statistics and Data Science (ABC)","v5.0","Chapter 3 - Examining Distributions","3.8 Boxplots and the Five-Number Summary",3,8,3,9,6,7,5,1,0,1,0,0,0,0,2
